Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,ORtg,DRtg,PF,PA,ODrives,DDrives,SOS,SOSFac
54,East Carolina,American Athletic,7,5,40.278,15.688,65,0.583,0.608,-0.025,0.266,249.102,208.824,416,355,167,170,10.543,0.389
55,Virginia Tech,ACC,6,7,40.068,41.116,43,0.462,0.620,-0.159,-1.063,224.540,184.472,366,297,163,161,27.775,1.026
56,Boston College,ACC,6,6,38.000,32.175,50,0.500,0.604,-0.104,-0.520,244.000,206.000,366,309,150,150,22.918,0.847
57,Miami (OH),Mid-American,9,5,37.599,31.348,52,0.643,0.620,0.022,0.739,210.625,173.026,337,263,160,152,22.567,0.834
58,Florida,SEC,7,5,36.078,80.136,24,0.583,0.606,-0.023,0.287,227.160,191.083,368,300,162,157,60.121,2.221
59,Syracuse,ACC,9,3,35.936,47.279,39,0.750,0.580,0.170,2.208,297.315,261.379,443,379,149,145,35.610,1.316
60,Texas Tech,Big 12,7,5,31.963,27.853,54,0.583,0.573,0.011,0.623,289.349,257.386,489,453,169,176,23.586,0.871
61,Rutgers,Big Ten,6,6,31.944,11.490,69,0.500,0.581,-0.081,-0.287,261.111,229.167,376,330,144,144,9.736,0.360
62,North Carolina,ACC,5,7,30.984,13.259,66,0.417,0.579,-0.163,-1.101,257.692,226.708,402,365,156,161,11.583,0.428
63,Kansas,Big 12,4,7,30.506,51.979,37,0.364,0.572,-0.208,-1.556,278.125,247.619,356,312,128,126,46.120,1.704
64,UCF,Big 12,3,8,30.000,35.047,49,0.273,0.576,-0.303,-2.496,260.714,230.714,365,323,140,140,31.621,1.168
65,Utah,Big 12,4,7,27.006,26.828,56,0.364,0.597,-0.234,-1.807,184.967,157.962,283,248,153,157,26.889,0.993
66,California,ACC,5,7,26.739,24.456,58,0.417,0.581,-0.164,-1.115,218.792,192.053,326,290,149,151,24.756,0.915
67,Georgia Tech,ACC,6,6,25.517,37.447,45,0.500,0.567,-0.067,-0.151,249.007,223.490,376,333,151,149,39.722,1.468
68,Michigan,Big Ten,8,5,21.051,45.378,41,0.615,0.570,0.045,0.967,197.241,176.190,286,259,145,147,58.346,2.156
69,South Florida,American Athletic,6,6,19.344,21.596,61,0.500,0.555,-0.055,-0.028,229.670,210.326,418,387,182,184,30.218,1.116
70,UTSA,American Athletic,6,6,19.312,19.359,63,0.500,0.554,-0.054,-0.019,232.973,213.661,431,391,185,183,27.134,1.002
71,Sam Houston,Conference USA,10,3,19.058,3.653,73,0.769,0.566,0.203,2.538,189.571,170.513,309,266,163,156,5.188,0.192
72,Oklahoma,SEC,5,7,17.882,41.597,42,0.417,0.559,-0.143,-0.903,196.226,178.344,312,280,159,157,62.961,2.326
73,Buffalo,Mid-American,8,4,16.504,9.711,71,0.667,0.548,0.119,1.694,221.893,205.389,375,343,169,167,15.927,0.588
74,Duke,ACC,8,4,10.339,11.891,68,0.667,0.535,0.132,1.826,190.000,179.661,342,318,180,177,31.130,1.150
75,Fresno State,Mountain West,5,7,9.019,1.596,76,0.417,0.526,-0.109,-0.572,220.130,211.111,339,323,154,153,4.789,0.177
76,Old Dominion,Sun Belt,5,7,8.615,6.594,72,0.417,0.524,-0.108,-0.555,224.000,215.385,336,336,150,156,20.717,0.765
77,Florida International,Conference USA,4,7,4.667,2.504,74,0.364,0.514,-0.150,-0.978,210.667,206.000,316,309,150,150,14.526,0.537
78,San Jos̩ State,Mountain West,6,6,1.223,0.524,78,0.500,0.503,-0.003,0.483,226.380,225.157,369,358,163,159,11.606,0.429
79,Western Kentucky,Conference USA,7,6,1.147,0.854,77,0.538,0.503,0.035,0.865,214.110,212.963,349,345,163,162,20.136,0.744
80,Cincinnati,Big 12,4,7,0.182,0.197,79,0.364,0.501,-0.137,-0.844,225.373,225.191,302,295,134,131,29.266,1.081
81,Georgia Southern,Sun Belt,7,5,-1.270,-1.490,80,0.583,0.497,0.087,1.378,231.847,233.117,364,359,157,154,31.772,1.174
82,NC State,ACC,5,7,-2.516,-2.023,81,0.417,0.494,-0.077,-0.248,242.484,245.000,371,392,153,160,21.763,0.804
83,North Texas,American Athletic,5,7,-3.169,-3.719,83,0.417,0.492,-0.076,-0.235,254.971,258.140,436,444,171,172,31.763,1.173
84,Louisiana Tech,Conference USA,4,8,-6.614,-2.391,82,0.333,0.475,-0.142,-0.892,161.905,168.519,272,273,168,162,9.783,0.361
85,Kentucky,SEC,3,8,-7.789,-18.861,94,0.273,0.475,-0.203,-1.497,192.969,200.758,247,265,128,132,65.545,2.422
86,Washington,Big Ten,5,7,-8.218,-14.824,90,0.417,0.476,-0.060,-0.078,214.085,222.302,304,309,142,139,48.828,1.804
87,Wisconsin,Big Ten,4,7,-9.770,-15.505,91,0.364,0.469,-0.105,-0.527,189.510,199.281,271,277,143,139,42.955,1.587
88,Troy,Sun Belt,3,8,-10.735,-7.101,85,0.273,0.473,-0.200,-1.471,240.000,250.735,312,341,130,136,17.904,0.661
89,Colorado State,Mountain West,7,5,-15.496,-4.068,84,0.583,0.454,0.130,1.805,200.633,216.129,317,335,158,155,7.106,0.263
90,Eastern Michigan,Mid-American,4,7,-17.499,-7.725,86,0.364,0.450,-0.086,-0.337,207.333,224.832,311,335,150,149,11.948,0.441
91,West Virginia,Big 12,5,7,-17.684,-18.855,93,0.417,0.461,-0.045,0.072,276.642,294.326,379,415,137,141,28.860,1.066
92,Coastal Carolina,Sun Belt,5,7,-22.681,-9.807,88,0.417,0.444,-0.027,0.249,239.103,261.783,373,411,156,157,11.704,0.432
93,Rice,American Athletic,3,8,-24.499,-30.932,102,0.273,0.419,-0.147,-0.941,176.159,200.658,266,305,151,152,34.175,1.263
94,Western Michigan,Mid-American,5,7,-30.023,-26.375,99,0.417,0.430,-0.013,0.386,250.667,280.690,376,407,150,145,23.778,0.879
95,Florida Atlantic,American Athletic,2,9,-32.257,-12.128,89,0.182,0.413,-0.231,-1.779,213.014,245.270,311,363,146,148,10.177,0.376
96,Hawai'i,Mountain West,3,7,-32.353,-21.151,96,0.300,0.406,-0.106,-0.538,197.059,229.412,268,312,136,136,17.696,0.654
97,Utah State,Mountain West,3,8,-37.482,-20.952,95,0.273,0.417,-0.144,-0.915,260.544,298.026,383,453,147,152,15.130,0.559
98,Oregon State,Pac-12,4,7,-42.181,-45.441,107,0.364,0.400,-0.037,0.151,240.496,282.677,291,359,121,127,29.158,1.077
99,New Mexico,Mountain West,5,6,-44.622,10.132,70,0.455,0.417,0.037,0.888,311.628,356.250,402,456,129,128,-6.146,-0.227
100,Virginia,ACC,4,7,-48.393,-67.590,111,0.364,0.360,0.004,0.557,186.301,234.694,272,345,146,147,37.804,1.397
101,Arkansas State,Sun Belt,7,5,-48.625,-25.251,98,0.583,0.378,0.205,2.555,221.053,269.677,336,418,152,155,14.056,0.519
102,Air Force,Mountain West,4,7,-48.979,-24.160,97,0.364,0.355,0.009,0.602,181.600,230.579,227,279,125,121,13.351,0.493
103,Nevada,Mountain West,2,10,-51.473,-46.367,108,0.167,0.374,-0.208,-1.547,225.564,277.037,300,374,133,135,24.382,0.901
104,App State,Sun Belt,4,6,-52.104,-50.995,109,0.400,0.375,0.025,0.761,230.709,282.813,293,362,127,128,26.491,0.979
105,Central Michigan,Mid-American,3,8,-52.258,-30.823,101,0.273,0.356,-0.083,-0.309,194.964,247.222,271,356,139,144,15.965,0.590
106,Maryland,Big Ten,3,8,-54.362,-100.471,119,0.273,0.348,-0.075,-0.233,190.604,244.966,284,365,149,149,50.024,1.848
107,Wake Forest,ACC,3,8,-58.420,-78.938,113,0.273,0.353,-0.080,-0.278,212.414,270.833,308,390,145,144,36.574,1.351
108,UCLA,Big Ten,5,7,-58.641,-112.121,120,0.417,0.335,0.082,1.329,185.714,244.355,221,303,119,124,51.752,1.912
109,Michigan State,Big Ten,4,7,-60.924,-125.060,124,0.364,0.325,0.038,0.897,179.845,240.769,232,313,129,130,55.560,2.053
110,Mississippi State,SEC,1,10,-63.692,-148.792,129,0.091,0.354,-0.263,-2.102,234.848,298.540,310,409,132,137,63.232,2.336
111,UAB,American Athletic,2,9,-66.964,-81.043,114,0.182,0.334,-0.152,-0.997,210.738,277.703,314,411,149,148,32.758,1.210
112,UL Monroe,Sun Belt,4,7,-67.883,-81.866,116,0.364,0.313,0.050,1.018,183.942,251.825,252,345,137,137,32.642,1.206
113,Oklahoma State,Big 12,2,9,-68.308,-86.273,117,0.182,0.334,-0.152,-0.994,214.474,282.781,326,427,152,151,34.186,1.263
114,San Diego State,Mountain West,2,9,-69.011,-31.532,103,0.182,0.314,-0.132,-0.799,188.235,257.246,256,355,136,138,12.367,0.457
115,Northwestern,Big Ten,3,8,-71.831,-116.716,122,0.273,0.274,-0.001,0.504,150.704,222.535,214,316,142,142,43.980,1.625
116,Houston,Big 12,4,8,-76.429,-81.706,115,0.333,0.226,0.108,1.585,120.000,196.429,168,275,140,140,28.936,1.069
117,Wyoming,Mountain West,3,8,-81.005,-68.559,112,0.273,0.261,0.012,0.634,156.757,237.762,232,340,148,143,22.908,0.846
118,Stanford,ACC,2,9,-85.395,-135.705,128,0.182,0.289,-0.107,-0.550,197.122,282.517,274,404,139,143,43.013,1.589
119,Arizona,Big 12,3,8,-85.714,-89.220,118,0.273,0.280,-0.007,0.447,186.429,272.143,261,381,140,140,28.174,1.041
120,Georgia State,Sun Belt,2,9,-86.054,-60.151,110,0.182,0.287,-0.105,-0.528,195.890,281.944,286,406,146,144,18.920,0.699
121,UTEP,Conference USA,3,8,-93.824,-32.954,104,0.273,0.226,0.047,0.984,147.170,240.994,234,388,159,161,9.507,0.351
122,Akron,Mid-American,3,8,-93.919,-133.036,126,0.273,0.245,0.027,0.788,165.541,259.459,245,384,148,148,38.340,1.416
123,Charlotte,American Athletic,4,7,-106.194,-178.675,131,0.364,0.252,0.112,1.628,194.521,300.714,284,421,146,140,45.541,1.683
124,Kennesaw State,Conference USA,2,9,-112.066,-35.838,106,0.182,0.182,0.000,0.519,135.616,247.682,198,374,146,151,8.656,0.320
125,Massachusetts,FBS Independents,0,10,-112.548,-113.074,121,0.000,0.249,-0.249,-1.961,203.008,315.556,270,426,133,135,27.194,1.005
126,Florida State,ACC,1,10,-114.181,-228.051,132,0.091,0.187,-0.096,-0.434,142.308,256.489,185,336,130,131,54.060,1.997
127,Ball State,Mid-American,2,9,-116.121,-134.392,127,0.182,0.254,-0.072,-0.202,215.603,331.724,304,481,141,145,31.326,1.157
128,New Mexico State,Conference USA,2,9,-116.903,-27.318,100,0.182,0.212,-0.030,0.216,169.281,286.184,259,435,153,152,6.325,0.234
129,Tulsa,American Athletic,2,9,-121.429,-35.789,105,0.182,0.215,-0.033,0.190,178.571,300.000,300,510,168,170,7.978,0.295
130,Temple,American Athletic,3,9,-124.003,-125.479,125,0.250,0.174,0.076,1.273,143.293,267.296,235,425,164,159,27.389,1.012
131,Middle Tennessee,Conference USA,2,9,-140.266,-117.800,123,0.182,0.174,0.008,0.597,161.940,302.206,217,411,134,136,22.732,0.840
132,Southern Miss,Sun Belt,0,11,-190.935,-173.164,130,0.000,0.088,-0.088,-0.361,123.649,314.583,183,453,148,144,24.548,0.907
133,Purdue,Big Ten,0,11,-208.633,-548.202,134,0.000,0.089,-0.089,-0.369,135.971,344.604,189,479,139,139,71.121,2.628
134,Kent State,Mid-American,0,11,-235.883,-259.653,133,0.000,0.054,-0.054,-0.019,109.868,345.752,167,529,152,153,29.794,1.101

