Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,ORtg,DRtg,PF,PA,ODrives,DDrives,SOS,SOSFac
55,BYU,FBS Independents,6,6,36.499,34.162,51,0.500,0.614,-0.114,-0.783,215.854,179.3548387,354,278,164,155,25.559,0.936
56,Nevada,Mountain West,7,5,33.806,22.567,55,0.583,0.602,-0.018,0.310,221.978,188.172043,404,350,182,186,18.229,0.668
57,Eastern Michigan,Mid-American,6,6,32.531,20.921,60,0.500,0.606,-0.106,-0.689,206.471,173.9393939,351,287,170,165,17.561,0.643
58,Arizona State,Pac-12,7,6,32.366,23.465,53,0.538,0.586,-0.048,-0.024,249.359,216.9934641,389,332,156,153,19.798,0.725
59,Iowa State,Big 12,7,5,30.819,35.585,49,0.583,0.592,-0.009,0.424,223.077,192.2580645,348,298,156,155,31.530,1.155
60,South Carolina,SEC,6,6,28.207,52.663,36,0.500,0.574,-0.074,-0.322,252.258,224.0506329,391,354,155,158,50.982,1.867
61,Minnesota,Big Ten,7,6,21.884,21.052,59,0.538,0.561,-0.023,0.261,233.540,211.6564417,376,345,161,163,26.269,0.962
62,Miami (OH),Mid-American,6,6,21.412,22.068,57,0.500,0.564,-0.064,-0.213,218.831,197.4193548,337,306,154,155,28.144,1.031
63,Vanderbilt,SEC,5,7,17.528,23.459,54,0.417,0.546,-0.129,-0.962,246.667,229.1390728,370,346,150,151,36.548,1.338
64,Middle Tennessee,Conference USA,7,6,14.193,21.666,58,0.538,0.540,-0.002,0.503,227.907,213.7142857,392,374,172,175,41.686,1.527
65,Michigan State,Big Ten,7,6,13.666,18.734,62,0.538,0.564,-0.026,0.229,139.655,125.9887006,243,223,174,177,37.433,1.371
66,Duke,ACC,7,5,13.546,20.481,61,0.583,0.540,0.043,1.014,215.819,202.2727273,382,356,177,176,41.286,1.512
67,Louisiana Tech,Conference USA,7,5,12.228,6.834,66,0.583,0.540,0.043,1.014,194.545,182.3170732,321,299,165,164,15.260,0.559
68,California,Pac-12,6,6,8.069,5.491,69,0.500,0.531,-0.031,0.171,168.675,160.6060606,280,265,166,165,18.585,0.681
69,TCU,Big 12,6,6,6.534,6.753,67,0.500,0.523,-0.023,0.255,178.947,172.4137931,306,300,171,174,28.224,1.034
70,Northwestern,Big Ten,9,5,5.549,6.443,68,0.643,0.520,0.123,1.935,178.421,172.8723404,339,325,190,188,31.710,1.161
71,Purdue,Big Ten,6,7,4.118,4.193,70,0.462,0.511,-0.050,-0.047,233.529,229.4117647,397,390,170,170,27.806,1.018
72,Wake Forest,ACC,6,6,0.469,0.634,71,0.500,0.501,-0.001,0.507,229.570,229.1005291,427,433,186,189,36.900,1.351
73,Colorado,Pac-12,4,7,0.036,0.018,72,0.364,0.500,-0.136,-1.044,205.696,205.6603774,325,327,158,159,13.519,0.495
74,Florida Atlantic,Conference USA,4,7,-1.277,-1.587,74,0.364,0.497,-0.133,-1.007,255.479,256.7567568,373,380,146,148,33.926,1.242
75,USC,Pac-12,5,7,-3.111,-2.520,75,0.417,0.491,-0.074,-0.327,205.921,209.0322581,313,324,152,155,22.120,0.810
76,Virginia Tech,ACC,5,7,-6.047,-6.012,76,0.417,0.484,-0.067,-0.246,226.901,232.9479769,388,403,171,173,27.149,0.994
77,Maryland,Big Ten,5,7,-7.255,-8.601,79,0.417,0.480,-0.063,-0.204,222.078,229.3333333,342,344,154,150,32.372,1.185
78,San Diego State,Mountain West,6,6,-9.299,-10.242,82,0.500,0.467,0.033,0.902,170.701,180,268,288,157,160,30.075,1.101
79,Arizona,Pac-12,4,7,-9.375,-7.166,77,0.364,0.476,-0.112,-0.763,235.000,244.375,376,391,160,160,20.873,0.764
80,Wyoming,Mountain West,5,6,-11.935,-18.443,87,0.455,0.457,-0.002,0.496,166.443,178.3783784,248,264,149,148,42.196,1.545
81,Baylor,Big 12,6,6,-14.462,-9.781,81,0.500,0.464,0.036,0.936,243.038,257.5,384,412,158,160,18.469,0.676
82,Ole Miss,SEC,4,7,-15.714,-23.998,92,0.364,0.464,-0.100,-0.629,264.286,280,407,434,154,155,41.703,1.527
83,Nebraska,Big Ten,3,8,-16.782,-21.265,89,0.273,0.455,-0.182,-1.568,223.602,240.3846154,360,375,161,156,34.601,1.267
84,Tulane,American Athletic,6,6,-17.241,-14.871,84,0.500,0.450,0.050,1.095,206.509,223.75,349,358,169,160,23.553,0.863
85,Pittsburgh,ACC,6,7,-17.341,-35.384,100,0.462,0.450,0.012,0.654,207.514,224.8554913,359,389,173,173,55.719,2.040
86,Western Michigan,Mid-American,6,6,-17.677,-14.528,83,0.500,0.456,0.044,1.027,241.860,259.5375723,416,449,172,173,22.443,0.822
87,Northern Illinois,Mid-American,8,6,-21.040,-19.721,88,0.571,0.421,0.151,2.252,154.098,175.1381215,282,317,183,181,25.595,0.937
88,Louisiana,Sun Belt,6,7,-22.796,-35.016,99,0.462,0.449,0.012,0.661,269.277,292.0731707,447,479,166,164,41.945,1.536
89,Kansas State,Big 12,4,7,-26.567,-24.978,94,0.364,0.420,-0.056,-0.125,192.857,219.4244604,270,305,140,139,25.674,0.940
90,Hawai'i,Mountain West,7,6,-26.601,-28.229,95,0.538,0.437,0.102,1.691,247.701,274.301676,431,491,174,179,28.979,1.061
91,South Florida,American Athletic,6,6,-27.381,-23.587,91,0.500,0.427,0.073,1.356,220.238,247.6190476,370,416,168,168,23.523,0.861
92,Liberty,FBS Independents,4,6,-31.775,-28.845,97,0.400,0.419,-0.019,0.307,226.705,258.4795322,399,442,176,171,24.789,0.908
93,Indiana,Big Ten,5,7,-32.884,-44.725,103,0.417,0.411,0.006,0.592,211.333,244.2176871,317,359,150,147,37.139,1.360
94,Old Dominion,Conference USA,3,8,-37.888,-7.243,78,0.273,0.406,-0.133,-1.005,229.814,267.7018634,370,431,161,161,5.220,0.191
95,SMU,American Athletic,4,7,-38.550,-56.827,108,0.364,0.401,-0.038,0.088,222.561,261.1111111,365,423,164,162,40.254,1.474
96,Tennessee,SEC,4,7,-39.869,-88.240,114,0.364,0.383,-0.019,0.301,189.583,229.4520548,273,335,144,146,60.438,2.213
97,UL Monroe,Sun Belt,5,6,-46.090,-18.188,86,0.455,0.383,0.072,1.347,218.493,264.5833333,319,381,146,144,10.776,0.395
98,Charlotte,Conference USA,4,7,-48.023,-45.224,104,0.364,0.366,-0.002,0.494,195.489,243.5114504,260,319,133,131,25.716,0.942
99,Tulsa,American Athletic,2,9,-48.648,-17.295,85,0.182,0.359,-0.177,-1.512,186.452,235.0993377,289,355,155,151,9.708,0.356
100,Western Kentucky,Conference USA,3,8,-49.513,-9.763,80,0.273,0.340,-0.067,-0.253,163.226,212.7388535,253,334,155,157,5.385,0.197
101,Coastal Carolina,Sun Belt,4,7,-53.112,-49.403,106,0.364,0.375,-0.012,0.386,235.294,288.4057971,320,398,136,138,25.401,0.930
102,Kansas,Big 12,3,8,-53.894,-42.529,102,0.273,0.345,-0.072,-0.309,184.516,238.410596,286,360,155,151,21.549,0.789
103,North Carolina,ACC,1,9,-56.601,-37.115,101,0.100,0.347,-0.247,-2.313,196.732,253.3333333,301,380,153,150,17.906,0.656
104,Texas State,Sun Belt,2,9,-60.256,-28.657,96,0.182,0.303,-0.121,-0.864,151.923,212.1794872,237,331,156,156,12.987,0.476
105,Florida State,ACC,4,7,-61.741,-114.489,119,0.364,0.296,0.067,1.294,149.432,211.1731844,263,378,176,179,50.637,1.854
106,Akron,Mid-American,3,8,-63.253,-33.259,98,0.273,0.279,-0.006,0.452,136.747,200,227,326,166,163,14.358,0.526
107,New Mexico,Mountain West,2,9,-68.862,-78.064,112,0.182,0.317,-0.135,-1.024,191.018,259.8802395,319,434,167,167,30.956,1.134
108,UNLV,Mountain West,3,8,-69.339,-68.439,111,0.273,0.327,-0.054,-0.096,206.587,275.9259259,345,447,167,162,26.953,0.987
109,Ball State,Mid-American,3,8,-72.237,-47.533,105,0.273,0.307,-0.034,0.134,187.097,259.3333333,290,389,155,150,17.969,0.658
110,Navy,American Athletic,2,10,-74.000,-127.852,122,0.167,0.324,-0.158,-1.286,216.667,290.6666667,325,436,150,150,47.180,1.728
111,UCLA,Pac-12,3,9,-74.194,-126.928,121,0.250,0.310,-0.060,-0.166,196.667,270.8609272,295,409,150,151,46.716,1.711
112,Massachusetts,FBS Independents,3,8,-79.699,-80.841,113,0.273,0.332,-0.059,-0.154,246.250,325.9493671,394,515,160,158,27.699,1.014
113,Central Michigan,Mid-American,0,11,-86.804,-24.804,93,0.000,0.187,-0.187,-1.623,108.434,195.2380952,180,328,166,168,7.803,0.286
114,Kent State,Mid-American,1,10,-95.637,-57.761,109,0.091,0.245,-0.154,-1.242,167.836,263.4730539,287,440,171,167,16.493,0.604
115,Illinois,Big Ten,3,8,-100.000,-52.821,107,0.273,0.261,0.012,0.655,193.789,293.7888199,312,473,161,161,14.424,0.528
116,Arkansas,SEC,1,10,-105.387,-184.278,126,0.091,0.219,-0.128,-0.943,158.537,263.9240506,260,417,164,158,47.749,1.749
117,San Jos̩ State,Mountain West,1,10,-108.615,-190.968,127,0.091,0.207,-0.116,-0.810,152.695,261.3095238,255,439,167,168,48.012,1.758
118,East Carolina,American Athletic,3,8,-108.618,-136.169,125,0.273,0.208,0.065,1.268,153.371,261.9883041,273,448,178,171,34.234,1.254
119,New Mexico State,FBS Independents,2,9,-109.512,-58.952,110,0.182,0.231,-0.049,-0.042,177.193,286.7052023,303,496,171,173,14.700,0.538
120,Georgia State,Sun Belt,1,10,-113.468,-110.010,118,0.091,0.251,-0.160,-1.319,207.246,320.7142857,286,449,138,140,26.475,0.970
121,UTEP,Conference USA,1,10,-120.089,-23.132,90,0.091,0.171,-0.081,-0.402,136.774,256.8627451,212,393,155,153,5.260,0.193
122,Colorado State,Mountain West,3,8,-123.226,-128.736,124,0.273,0.210,0.062,1.237,176.774,300,274,441,155,147,28.528,1.045
123,South Alabama,Sun Belt,2,9,-129.229,-122.332,120,0.182,0.220,-0.038,0.085,195.946,325.1748252,290,465,148,143,25.850,0.947
124,Bowling Green,Mid-American,2,9,-130.701,-99.763,117,0.182,0.210,-0.028,0.197,187.179,317.8807947,292,480,156,151,20.843,0.763
125,Rutgers,Big Ten,1,11,-132.942,-128.050,123,0.083,0.120,-0.036,0.106,108.725,241.6666667,162,377,149,156,26.303,0.963
126,UTSA,Conference USA,3,9,-136.913,-89.440,115,0.250,0.122,0.128,1.988,114.094,251.0067114,170,374,149,149,17.839,0.653
127,Rice,Conference USA,1,11,-138.937,-98.520,116,0.083,0.159,-0.075,-0.343,146.429,285.3658537,246,468,168,164,19.363,0.709
128,Oregon State,Pac-12,1,10,-168.422,-224.687,128,0.091,0.178,-0.087,-0.476,199.363,367.7852349,313,548,157,149,36.430,1.334
129,Louisville,ACC,1,10,-190.850,-428.319,130,0.091,0.118,-0.028,0.206,154.902,345.751634,237,529,153,153,61.285,2.244
130,UConn,American Athletic,0,11,-214.164,-286.717,129,0.000,0.120,-0.120,-0.859,176.159,390.3225806,266,605,151,155,36.558,1.339

